m,f,round_n,stratege_type,外貌_x,内涵_x,财富_x,均分_x,外貌_y,内涵_y,财富_y,均分_y
m3136,f1130,2,1,55.469439308816646,30.882909528132803,46.604574339921726,44.318974392290386,36.50386421531458,43.089399843436674,70.89433625085606,50.162533436535774
m3140,f887,2,1,73.77202489773234,63.46879533564858,50.03865160234059,62.42649061190716,50.24827122351269,70.30061111301767,48.97886047538395,56.50924760397143
m9428,f9444,2,1,55.706588265652584,56.8147287684094,45.870436582206125,52.797251205422704,50.37511459676421,63.081213405962984,54.001962836531334,55.819430279752844
m3148,f5622,2,1,53.92391300565204,63.28495479781452,53.833931566372556,57.014266456613036,54.53169814151645,66.26080686131337,67.7954623772493,62.8626557933597
m3150,f7588,2,1,82.08775869281793,29.216124438921092,69.55144676107847,60.2851099642725,71.64075954008379,37.66775691005371,67.81113871703081,59.03988505572278
m3160,f3048,2,1,58.22538363692188,34.762706212163934,65.90471858351614,52.96426947753398,27.212698241516776,69.05367924338913,64.06650071131705,53.444292732074324
m3164,f1596,2,1,106.97211320699361,60.839510559418386,46.724469879902834,71.51203121543828,50.78844432988704,67.9919129219579,79.92039541023875,66.23358422069457
m3174,f4772,2,1,66.16544681902283,38.06980720242324,54.50992037328642,52.915058131577496,65.72432859518256,53.655245108937706,46.961016520729416,55.44686340828323
m3175,f4106,2,1,47.382670088921,62.80599140649739,48.94041266159911,53.043024719005835,49.17887949353741,51.462631374558185,77.27006507558829,59.30385864789463
m3191,f1824,2,1,70.59642779486204,57.76547886126184,45.99457703259085,58.11882789623824,49.97535715663899,70.22363058642655,45.17602640539255,55.125004716152695
m3203,f17,2,1,35.735004356671595,79.87265771598103,53.07419108621632,56.22728438628965,72.27154454194395,58.348711479118464,46.74807774248492,59.122777921182454
m3220,f271,2,1,73.32007321617621,46.18317022584923,56.892873328665985,58.798705590230476,66.42096428795135,51.469863541717714,48.597944198292126,55.496257342653735
m3225,f9147,2,1,101.85453796693562,67.52669493947947,49.271789405898915,72.88434077077135,61.64396344965271,51.38129550621263,88.43067924958956,67.15197940181831
m3230,f5943,2,1,46.99744393712883,58.47284165596442,70.33121811698757,58.60050123669361,50.21834055982923,71.52525304607096,57.361659993833015,59.701751199911065
m3234,f9025,2,1,25.8250782532602,83.82194729369954,51.03397039411969,53.5603319803598,58.8318114252531,56.902632895938474,55.125281909412166,56.953242076867916
m3240,f3711,2,1,60.695545177559985,36.28529558061574,63.97243258314623,53.65109111377399,76.10867952141298,31.545978494118707,61.8074368271879,56.48736494757319
m3242,f2221,2,1,69.60432395645998,66.53096495267395,72.83527393880448,69.65685428264614,69.7717876585733,106.19959661647047,50.70006191330148,75.55714872944843
m3252,f2870,2,1,71.00703933100168,71.87344432690621,51.48007411374819,64.78685259055203,51.7753201125029,70.57051909131444,71.87830399018463,64.74138106466732
m3296,f8157,2,1,51.02554694243941,73.86835582691155,45.20758560838401,56.700496125911656,55.279279261750936,54.49953232220871,56.07279625672011,55.28386928022658
m3324,f5991,2,1,64.33586589326491,58.20338106635525,95.80084980463378,72.7800322547513,65.3681720599894,81.35112508311404,55.72569018364496,67.48166244224947
m3336,f7308,2,1,40.64116944481991,69.62392644245861,48.366124269408665,52.87707338556239,40.74289465203192,51.75947443183503,48.42988034023149,46.97741647469948
m3337,f5271,2,1,39.548487231159314,58.33173930568524,57.933388401119984,51.937871645988174,49.16546710451365,64.56909091576664,56.881705522884914,56.87208784772173
m3361,f4949,2,1,81.78201765340586,44.2689875757035,49.95284868797003,58.66795130569313,55.256781559880835,65.88068240802231,52.98933701025655,58.042266992719895
m3366,f179,2,1,75.49626499980927,80.37142236266388,56.35202925419276,70.73990553888864,50.14611520860785,74.84020240381452,83.61948061315024,69.53526607519088
m3372,f5273,2,1,53.344472966824995,49.378192139783195,51.09157395593944,51.27141302084922,37.9160305742501,67.13978129248659,59.85306395759875,54.96962527477848
m3381,f2621,2,1,41.6591375141181,78.12872031658354,74.00967764899738,64.599178493233,65.5672212464555,82.84219269844448,52.79017076888594,67.06652823792865
m3391,f1785,2,1,44.16442750225066,51.620885602847636,61.506217591942686,52.43051023234699,67.4492586628197,48.64428914989421,47.02105716399887,54.37153499223759
m3407,f1213,2,1,67.46033220540652,58.31288553827061,68.91064845057286,64.89462206475001,65.12587947608311,88.72279755974202,51.705394551895026,68.51802386257339
m3414,f4490,2,1,73.65670290218574,49.294185413108174,57.283410229237234,60.07809951484372,35.85107286984553,53.31721344325413,73.67547980419421,54.281255372431296
m3430,f1544,2,1,59.61730338377941,62.30898321114784,61.12070788649807,61.01566482714177,72.7611917177597,59.75086502293994,51.089810607797276,61.20062244949897
m3447,f1056,2,1,42.02930307124497,75.2499328026291,53.03881917156211,56.772685015145385,48.97315211876308,61.698913858752015,46.6171634827217,52.42974315341227
m3465,f5128,2,1,87.75961528596991,52.99310643597835,49.855884470650736,63.536202064199664,73.01862276899847,61.43999569851891,59.6051777046105,64.68793205737596
m3497,f6548,2,1,69.92350973060185,56.444577005826694,76.57523621777827,67.64777431806893,59.897837555952954,61.51806040029643,97.61148036210348,73.00912610611762
m3502,f5212,2,1,52.618900140433496,66.48310766598253,51.772039103527646,56.95801563664789,53.003439474069786,64.08930393915303,56.81661879617373,57.96978740313218
m3511,f5783,2,1,46.833895768640836,71.0989677827817,48.022664849103585,55.318509466842045,62.503557401316904,46.60404222976817,61.85898223617181,56.98886062241896
m3524,f9665,2,1,62.60103575385416,100.47466081649753,45.84872961448834,69.64147539494668,55.86490691118033,65.6383701755006,90.16268862486643,70.55532190384912
m3525,f2690,2,1,62.07035593044618,51.351068825304864,54.83241366781698,56.08461280785601,59.08679219600104,54.1167730820389,60.9781266239129,58.06056396731761
m3537,f9880,2,1,66.19168054489342,55.83961776878781,113.02917330230252,78.35349053866125,68.99512826452414,93.9174403886934,65.70769833862352,76.20675566394702
m3538,f4804,2,1,58.340067795586684,48.11079641920793,47.067008499048825,51.172624237947815,54.19761974435101,35.68275871107628,48.36602066548838,46.08213304030522
m3540,f1767,2,1,41.16703163146447,84.02866889520189,69.85914874753782,65.01828309140139,58.67896281145191,72.79186862290737,57.818283326027355,63.096371586795556
m3545,f2889,2,1,54.130706652220205,50.30396736076151,58.528182459449994,54.32095215747723,54.98379950722975,38.823666686336026,54.13128269128592,49.31291629495056
m3547,f4268,2,1,83.04130741486053,53.90074837801383,46.532942503452645,61.15833276544233,46.825269235136204,64.08319664941808,54.85434446631416,55.25427011695615
m9292,f6710,2,1,42.6306575668481,60.1264794420281,54.497580609446544,52.41823920610758,65.0187895761558,35.4145820171991,53.243325410496595,51.2255656679505
m3558,f9805,2,1,49.00510987870402,57.67680136049215,59.90026726798405,55.527392835726744,42.91716001993236,49.79040427389299,56.21584026209324,49.64113485197286
m3581,f2603,2,1,45.213346317189696,75.10471253780305,77.56286109998828,65.96030665166035,85.44356299149852,60.38223086098094,51.07276770362036,65.63285385203328
m3611,f653,2,1,64.15848649160368,80.03863241640983,105.05067986500379,83.08259959100576,76.25201368468797,86.03182762652284,80.9402501171466,81.07469714278581
m3617,f1183,2,1,63.096168933536866,79.87340490905322,45.74681713667126,62.905463659753785,46.848018741894876,75.53390514909992,47.44192136250668,56.607948417833825
m3626,f2878,2,1,54.18851078986629,105.43250388909544,49.64496101011743,69.75532522969306,66.96604185799097,63.01328319558464,70.65087905247807,66.8767347020179
m3627,f5768,2,1,93.58112834613357,50.05430519305736,74.19037505957107,72.608602866254,40.10312966076641,79.51792927974587,79.55854930145097,66.39320274732108
m3628,f6877,2,1,54.12408729962782,55.50262781950566,53.64052865869337,54.42241459260895,64.74951097955835,69.63947374447538,46.58244693517627,60.32381055307
m3643,f2017,2,1,70.47541740182561,45.67739629002881,45.764601212241914,53.972471634698785,49.35109526423896,79.98465469563709,49.7551219939818,59.69695731795262
m3644,f2749,2,1,40.04476837971041,58.85655899081706,46.70684494704314,48.536057439190195,22.638926702273793,56.21512486123181,51.869133271690586,43.5743949450654
m3653,f9714,2,1,51.02295717185405,63.52516176416686,75.87799351990176,63.47537081864089,64.93768973403837,59.30013100621732,49.868136488281394,58.03531907617903
m3662,f870,2,1,54.40525682822654,58.77413451880167,59.01029361207732,57.39656165303518,57.202280991798816,61.24678909432407,46.009391615421016,54.81948723384797
m3703,f520,2,1,52.88201558338467,81.21094961015216,77.95917508010861,70.6840467578818,74.28678986475428,53.354032086028546,85.02424083256452,70.8883542611158
m3723,f70,2,1,65.10872410880745,87.58508733897754,46.50441858978888,66.39941001252463,91.35792693265485,45.153427259763866,70.1872402672163,68.899531486545
m3728,f96,2,1,39.82058196623535,91.1885478116095,54.76679699952366,61.9253089257895,55.20877124889745,68.20533970651994,69.10244454182445,64.17218516574728
m3729,f1326,2,1,54.55598169274417,49.49385649755339,66.05660140272239,56.702146531006655,47.945975096599796,67.71440103543755,46.24158813246706,53.96732142150146
m3739,f4140,2,1,60.65253132102596,43.26665274197866,72.61631453456886,58.84516619919116,64.18309793130375,68.75053466955877,48.791868337042125,60.57516697930155
m3754,f5650,2,1,84.95516972905341,39.06711176035932,47.621358611310335,57.21454670024102,35.73282090993218,68.92595227389283,74.9989547029505,59.88590929559183
m3758,f4255,2,1,78.64960428655026,37.0201340461564,68.6532882524771,61.441008861727916,65.19393474790637,62.70626545339144,49.130357554433644,59.01018591857715
m3760,f616,2,1,84.03534917012553,48.56284764115044,50.529991912742574,61.04272957467285,49.85427836981971,67.9340974737388,51.791611779412094,56.5266625409902
m3772,f2294,2,1,22.474496967146983,81.21957759953916,65.97138322265143,56.55515259644586,48.27494860561084,63.93710860493128,45.78631938794232,52.66612553282815
m3778,f4948,2,1,85.40227264073107,75.8842175245033,54.07451469689079,71.78700162070838,49.778438193369205,83.91377874263503,70.53619586935805,68.07613760178742
m3788,f7596,2,1,66.83492655433494,58.2246479747281,73.54227293673895,66.200615821934,55.62027658123618,65.03154597417807,62.26550196259002,60.972441506001424
m7772,f8416,2,1,66.27872492427386,54.707368244694386,50.545907661362264,57.17733361011017,73.39389334014017,40.70816221213846,50.23221954431888,54.778091698865836
m3824,f4599,2,1,47.814517825368995,64.75788401912565,84.95450232391289,65.84230138946917,64.66906136148566,43.94336871480227,71.42658957870682,60.013006551664915
m3828,f1653,2,1,53.33877967849122,47.012076155300264,46.38989206065232,48.91358263148127,58.65097057651095,52.80157864705723,54.93566797944588,55.46273906767135
m3864,f3443,2,1,74.52753187156105,73.13743901838504,49.671092297930414,65.77868772929217,52.00858723714992,66.39457932936216,59.051024497764814,59.15139702142563
m3878,f2437,2,1,46.38372266326804,58.693417315652816,60.71218878220341,55.26310958704142,64.78358488117284,54.36567691126221,49.303489176144495,56.150916989526515
m3902,f9362,2,1,57.21696182331746,73.75864538763994,45.733875620045566,58.90316094366765,60.65956971824957,72.11184484510784,47.6059835654777,60.12579937627837
m3924,f4137,2,1,42.40310924611079,61.61471572850918,57.864327188312316,53.9607173876441,45.175944896101456,73.6262281425392,48.46507116347071,55.75574806737046
m3934,f1504,2,1,41.787252774426776,56.08653629912671,95.33421829960871,64.4026691243874,59.91952260015095,54.999194440373174,60.01870411722881,58.31247371925098
m3969,f4893,2,1,46.80499991719756,71.88418527864137,50.825165453531625,56.50478354979018,47.11242582862495,77.07238203461145,45.70677235690063,56.630526740045674
m3985,f5142,2,1,83.76537527246818,65.94612382424141,47.17414860144359,65.62854923271773,56.545154568332,79.65215030934868,45.19752575773088,60.464943545137196
m3987,f8678,2,1,54.595558927202276,48.30687492453721,48.26405208539822,50.38882864571257,68.42776896671143,40.43816890960345,51.199114719412776,53.35501753190922
m3993,f5711,2,1,56.639352950166916,25.288164890816887,66.1553860292415,49.36096795674177,49.331848411142154,42.38463633468597,56.85798410240653,49.52482294941155
m4002,f4748,2,1,72.82666002864553,43.247291982854584,99.55390047001146,71.87595082717053,63.16606791427628,78.71846259963584,77.07540017510935,72.98664356300716
m4019,f7334,2,1,61.723541235325456,44.12947209955503,54.37984015738152,53.41095116408733,72.73826739986596,51.982239960588075,51.696490190685424,58.80566585037982
m4021,f7888,2,1,44.03553227249397,50.87863924467574,50.5161035194093,48.47675834552634,46.59496635591144,58.42057204938462,50.39756769396108,51.80436869975238
m4041,f4995,2,1,65.9727600481955,59.141829240098886,64.54139121038719,63.21866016622719,76.07703858784014,71.71554466002888,49.367846864151076,65.72014337067337
m4044,f4714,2,1,66.61102848696711,51.07205908952902,52.10375482796171,56.59561413481928,68.6230026620373,64.30218316148412,48.341831432910865,60.422339085477425
m4045,f2184,2,1,63.13128684725154,47.491469125937044,68.84966996412072,59.8241419791031,60.493445043787254,70.07327120078851,45.874407262976405,58.81370783585072
m4055,f4789,2,1,79.02182957735234,40.61363826288111,51.095544655156814,56.91033749846341,55.19238401801775,53.789676656600754,66.99517195712579,58.65907754391477
m4084,f8913,2,1,29.664680949383197,75.64547602598874,48.16454396309615,51.15823364615603,49.2709239631028,44.16886682246743,54.14711141978073,49.19563406845032
m4096,f8925,2,1,69.44436501841449,77.50300326501193,51.278802546077486,66.0753902765013,54.6366125001005,73.11872520834328,62.943603111421865,63.56631360662188
m4099,f366,2,1,72.51642611038241,62.7394031242659,48.96626331036252,61.40736418167028,45.181528887998894,79.65257772132351,45.01817340971652,56.61742667301297
m4116,f4082,2,1,56.999721669161005,45.895480792044786,69.14478779536074,57.34666341885551,63.98809366815421,42.51994825825862,55.14705055309854,53.885030826503794
m4137,f9589,2,1,79.27934947238731,72.11388423184754,60.83323319228694,70.74215563217393,65.11258741964075,68.7337780329809,68.62025781440316,67.48887442234161
m4171,f259,2,1,57.06730435942825,40.413521138230415,82.13142830194433,59.870751266534334,53.717013986133296,69.74646182914397,48.30234523901197,57.255273684763075
m4172,f7826,2,1,65.55456186182012,44.32298919376112,45.728643897609366,51.868731651063534,73.30866139679476,47.660559365468416,45.73021164057891,55.56647746761403
m4185,f4464,2,1,75.46715572964689,66.373966178149,63.749670272587664,68.53026406012786,31.778439410030618,78.60918619567778,87.42276816635336,65.93679792402058
m4191,f6493,2,1,62.99180195616272,54.51881373244724,52.62631032533447,56.712308671314815,35.12319157740426,80.19364502891267,46.98485183598699,54.1005628141013
m4197,f5283,2,1,51.613339131570754,66.37990170594891,118.38003776544178,78.7910928676538,70.97035817470737,84.34139311075705,63.38587940388304,72.8992102297825
m4215,f172,2,1,81.31450989673908,60.689777520165386,60.57508596867591,67.52645779519345,50.068656442085576,85.33251810002403,50.923119924977925,62.10809815569584
m4219,f7844,2,1,55.20956813192127,75.38915493075233,56.43683902673324,62.34518736313561,70.51572079922632,38.73470346442802,62.01475780178963,57.08839402181466
m4231,f9066,2,1,79.73698241959528,65.31985054029725,45.91289333504875,63.65657543164709,46.40841982665133,56.54954840553876,81.05938817257675,61.339118801588945
m4236,f9282,2,1,60.35292701542657,75.4906921465369,61.46839813263264,65.77067243153203,69.7188453662497,75.27588700320493,66.41752141266217,70.4707512607056
m4260,f767,2,1,81.0684477634157,50.24698901564607,57.533441539491236,62.94962610618435,70.03587562416114,82.54023722957984,52.14164672172872,68.23925319182324
m4271,f7204,2,1,83.31840628323931,63.942459206252195,45.489856890310584,64.25024079326737,53.916426331242356,58.93132384330899,94.89067122649514,69.2461404670155
m4276,f7055,2,1,48.012390822976684,49.64300713093011,55.681976664901455,51.11245820626942,60.58428247450898,54.63373095947551,52.77796646160644,55.998659965196985
m4287,f8702,2,1,46.781675091009795,62.16376911267176,98.33551306141678,69.09365242169945,73.2027310946717,67.01370793515211,58.536503934845996,66.25098098822328
m4294,f1942,2,1,69.60498861655357,44.9064362236216,51.66725382202749,55.39289288740088,51.235890822606464,55.15672653986526,56.09353138651568,54.1620495829958
m4299,f8258,2,1,49.972099485920445,33.055328425842966,94.19239942012632,59.07327577729657,47.9984079968023,75.08604421278001,48.20854061755026,57.09766427571086
m4300,f5152,2,1,65.90472225802147,46.34549333531207,58.358003740581296,56.86940644463828,73.99304901921117,54.66430943268054,45.74116779920218,58.13284208369796
m4320,f8659,2,1,38.98676750923711,63.68520761345195,83.99663127424205,62.22286879897704,42.86855926377779,65.75192972499373,70.06214570329622,59.56087823068925
m4407,f4112,2,1,79.57362374213852,53.63454786448127,54.76008269706513,62.656084767894974,75.76103702535003,76.47708695016584,55.68517756923113,69.30776718158234
m4411,f7716,2,1,74.36045283456737,63.11103528294962,77.18603031921916,71.55250614557872,87.85728534072847,71.40250380560492,47.52460097960971,68.92813004198103
m4416,f3082,2,1,66.72961896416889,84.62431610627526,53.32848538404615,68.2274734848301,73.4368932740936,71.30670292674702,75.3956257720637,73.37974065763478
m4418,f3308,2,1,60.52807586493676,61.98647662270835,50.43258537470052,57.649045954115216,56.043307150985974,51.52279612147099,47.63320410262908,51.73310245836202
m4421,f6951,2,1,43.190031469454354,80.63150520682969,48.73014347045067,57.51722671557824,62.00235748237861,66.586699243657,48.17282784810595,58.92062819138052
m4424,f9264,2,1,63.446721397892034,51.584046490779585,52.09567484152912,55.70881424340024,66.6763380828342,40.421671509866144,67.98975332107467,58.362587637925
m4441,f6888,2,1,67.39443286883022,67.17851603651323,58.37005355455756,64.31433415330034,74.44608554530373,90.00101092042581,48.40874030357025,70.9519455897666
m4462,f3249,2,1,58.68605806918761,44.341241851374235,63.41447520908419,55.48059170988201,83.73568090573525,44.46662678357113,57.01336358116106,61.738557090155815
m4466,f3333,2,1,59.08303237285324,51.39691038195228,51.67587886034825,54.05194053838459,63.3438457734372,55.18055855586129,53.2957520369561,57.2733854554182
m4468,f2485,2,1,37.364214274695584,74.44589929209904,52.32031746746557,54.71014367808673,83.2127617619916,53.712967104429005,45.5955486838559,60.840425850092174
m4473,f6307,2,1,52.354126031317364,56.37735815537162,46.27245371671327,51.667979301134075,52.45922921828405,49.98825632121134,50.542561932403416,50.996682490632935
m4477,f9877,2,1,57.559838391141085,47.55430403298005,63.41994172758626,56.17802805056913,58.08602030314068,49.70481355202411,46.22912001387424,51.33998462301301
m4480,f2475,2,1,52.97439557313191,60.84597826552536,85.61566163358953,66.47867849074893,67.09060380997909,67.15709576326651,52.13489613675307,62.12753190333289
m4488,f8132,2,1,65.60901056402673,62.661442403469934,45.05641632445773,57.775623097318125,40.24908708061308,76.39135272897985,70.54716757407977,62.3958691278909
m4509,f9648,2,1,33.32573565319808,56.420392063360985,59.04247265958465,49.59620012538124,51.28236018004395,66.28882070097437,46.498567218817385,54.689916033278564
m4521,f1182,2,1,56.17583962326576,32.367265724438596,69.33959278175547,52.62756604315327,51.60374273525205,62.8807327953714,59.75577815519246,58.080084561938634
m4529,f9703,2,1,36.567588499678436,59.465777484251916,78.80149683759947,58.278287607176615,70.55287113844453,67.5277966450397,54.86700718249131,64.31589165532517
m4546,f9453,2,1,64.62220465411052,74.46583449824631,102.0659229495327,80.38465403396317,92.85442879324196,51.46617679283608,106.86603698515634,83.72888085707812
m4583,f8247,2,1,44.00339543959488,72.14874879013209,48.79543959830162,54.9825279426762,41.946372592718674,54.03650038061764,52.88061939784326,49.62116412372652
m4589,f6056,2,1,47.69496343089872,53.69833974758759,65.3256940892192,55.57299908923517,55.25443865048212,53.5258337937604,45.34257807044268,51.37428350489506
m4608,f9569,2,1,79.98438516145677,33.68382962699689,45.617680355994146,53.0952983814826,43.554829035849636,66.02832199870392,57.73057144000239,55.771240824851986
m4612,f7879,2,1,57.97113414949193,84.99356083906906,60.10167078189883,67.68878859015327,84.22406063703585,70.46848659039316,46.42176187361835,67.03810303368245
m4622,f5854,2,1,67.42780002123101,60.01598603049258,46.12109472871219,57.854960260145255,45.21528706304606,60.48842088546034,52.438680462196785,52.71412947023439
m4632,f6857,2,1,66.76813822470429,72.79387216356398,47.074963162447794,62.21232451690535,74.71095276341872,55.27538180905361,60.75999365931091,63.58210941059442
m4634,f9945,2,1,65.55624599997464,75.00397243212703,69.32431987016231,69.96151276742133,58.373613380013616,89.76488258138521,53.857008304211675,67.3318347552035
m4636,f5042,2,1,87.59005074261617,77.74084095892304,54.712530096632804,73.34780726605734,76.67597985028556,50.90957405614603,97.72769318153543,75.104415695989
m4641,f872,2,1,87.79457055920363,77.53925176813715,45.23605416267905,70.18995883000662,84.01148515679975,62.42801400926048,50.970750137123986,65.80341643439475
m4658,f7692,2,1,72.8347286759033,45.29968710380393,46.286287134805384,54.806900971504206,47.939801796492176,56.26007175227235,60.78770077018672,54.99585810631709
m4664,f9388,2,1,65.48728698748513,73.93234817858709,47.09076885572706,62.17013467393309,85.89445666666698,53.46263416546838,51.65490708510565,63.670665972413666
m4687,f9423,2,1,61.36992473685862,80.39763119172346,53.96102046007401,65.2428587962187,75.9614633585969,77.2287814553097,51.134578572864925,68.10827446225717
m4690,f1214,2,1,47.36314726880096,45.6155507037446,90.45300707757653,61.14390168337403,55.19249004908569,81.03138465666115,57.35000851436075,64.52462774003585
m4700,f8128,2,1,69.38553347486453,54.05105830163817,52.68804069541227,58.708210823971655,59.275096148143305,59.80529564653186,54.303402281349264,57.79459802534148
m4703,f4683,2,1,62.6750509097792,56.59286616697578,53.579613861389504,57.615843646048155,48.68250385781938,78.2855523112511,48.34838663929337,58.43881426945461
m4726,f3929,2,1,51.144549143695656,82.23336207867692,47.47842398188839,60.28544506808699,84.57834034762955,27.591973760353277,49.42703757917418,53.865783895719005
m4745,f4022,2,1,38.369722887506455,75.4791065160904,59.59177899981961,57.813536134472145,56.2228614814162,70.84825997917049,47.020693611260825,58.03060502394917
m4750,f3419,2,1,63.16941651260288,51.36935478802683,53.8066987421676,56.11515668093244,55.21905717495204,72.45128248472463,47.193804253655415,58.2880479711107
m4754,f8796,2,1,36.196479111170646,52.30789504232001,78.47506877864477,55.6598143107118,54.152822502786385,51.09567508083306,47.433598956607945,50.894032180075804
m4783,f253,2,1,69.3610765887988,50.30396666128373,48.29950186979892,55.98818170662715,39.433534492317335,64.54171939087288,61.675281578192426,55.21684515379422
m4793,f4862,2,1,59.59143584922302,79.22005534642452,54.62224572015606,64.47791230526786,74.03480960976793,61.228647502533796,53.75267545978669,63.00537752402948
m4803,f4795,2,1,65.13762582048277,49.09022696867682,56.94047733154818,57.05611004023592,24.95142575347888,72.22319626789475,58.407605451569125,51.86074249098092
m4825,f7690,2,1,47.963200507565254,34.037611062637055,48.41791350606896,43.47290835875709,42.20215930047888,45.905584437409516,47.117082999374105,45.074942245754166
m4834,f9054,2,1,48.69077889348158,98.08674737301361,58.74847352524459,68.50866659724659,50.52057154754229,54.745714123153164,89.23848007963912,64.83492191677819
m4864,f2245,2,1,69.15559193653839,54.85317624512122,76.79265786654662,66.9338086827354,51.7411284783668,82.63028059232619,46.918056699729824,60.429821923474265
m4875,f7233,2,1,37.779594239775165,55.309515092736355,62.626111673933906,51.905073668815135,44.45046398442683,69.13298418613473,60.12199011250124,57.90181276102093
m4879,f245,2,1,57.54457287178481,81.99600923987882,50.34024134023602,63.29360781729988,63.43108660547091,62.54348284042602,57.61286662072227,61.195812022206404
m4897,f2380,2,1,44.19376607764444,80.02474957385549,52.8632949982958,59.02727021659857,94.11603062510969,41.62158700942862,51.554788360810946,62.43080199844976
m4904,f5866,2,1,70.67703875810066,75.86347222032772,45.95848500628809,64.16633199490549,56.39794071781642,86.36830258207061,47.15863564919672,63.30829298302792
m4918,f6227,2,1,57.909317373090495,58.912878223350816,62.33480226629847,59.718999287579926,55.3460029559683,81.70696912369763,53.844457821753096,63.632476633806334
m4930,f5505,2,1,25.924318791579815,62.885810635329605,48.93131593892632,45.91381512194525,45.203255976618976,44.76697501770911,46.17257429029436,45.380935094874154
m4942,f2187,2,1,60.22563118775148,59.80763873931844,55.524069487998034,58.51911313835598,62.638447594182736,36.78822640802221,71.28780087354647,56.90482495858381
m4954,f1872,2,1,70.94663529319216,63.005779927164134,53.10223649666408,62.35155057234012,68.92565563529476,62.33994361854437,45.78515457126837,59.0169179417025
m4961,f3956,2,1,58.54867776254461,77.48533575391498,52.752448677513016,62.9288207313242,53.74054551936281,63.029389732577044,54.35749524144593,57.042476831128596
m4976,f843,2,1,59.84973287306541,50.57737577242163,50.53142707120935,53.6528452388988,60.37367819223627,58.51499825837618,48.21374720212009,55.70080788424418
m4983,f7087,2,1,76.28086445780718,42.46566223111272,49.513948348003936,56.08682501230794,34.4934477994193,71.86591220309154,54.22877003193841,53.52937667814975
m4988,f9210,2,1,58.26519630333328,47.56605379846476,60.72309953482183,55.518116545539954,44.27725070909017,67.24896238908816,71.5873265780597,61.03784655874602
m5045,f3080,2,1,27.351874131956336,49.97681679208735,80.11841859019754,52.48236983808041,61.80379304045982,58.7009852646848,56.051550464593134,58.852109589912594
m5050,f8837,2,1,75.36161860737437,88.6687334932178,61.02535090154478,75.01856766737897,58.937106231137385,99.79555369730143,47.30192017773316,68.678193368724
m5054,f2130,2,1,45.38811777193884,74.06413439127651,55.188524277800994,58.21359214700544,63.074799094843044,63.95463928615063,53.14071214075152,60.056716840581736
m5056,f4483,2,1,49.380181401712534,52.731548271554715,66.59948931402214,56.23707299576313,76.3432649561019,39.97069328746639,49.47510237617588,55.263020206581395
m5062,f2547,2,1,76.86159839083078,49.074796362822696,47.369601095422496,57.76866528302532,73.42457301109648,41.1629127119095,75.17936565519108,63.25561712606569
m5065,f7945,2,1,42.48433024756274,85.55771583413383,47.58964542635306,58.54389716934988,56.71778580332427,57.61304782354449,49.33886529869943,54.556566308522726
m5068,f6436,2,1,68.29449606607594,60.045176416621,45.502213565991084,57.94729534956267,42.77584104996104,61.748006934680305,58.12163590998071,54.215161298207356
m5087,f536,2,1,30.236790165502754,81.60143501636455,62.89144126769129,58.24322214985287,66.88683026670302,37.72263605778339,83.00520165370251,62.538222659396304
m5088,f6729,2,1,70.79272322862533,69.08008594347343,46.99866955946951,62.290492910522765,67.52815655700687,54.820866655031104,50.304190603939404,57.55107127199246
m5089,f3536,2,1,27.346772538624975,65.55420149493821,49.77594659488322,47.558973542815465,22.65923303490367,53.22355948623627,63.197073526076736,46.35995534907223
m5181,f2065,2,1,47.46509714441892,69.16702153835392,49.33582635720725,55.32264834666003,57.217555941083745,53.33346160711007,49.611251406860205,53.387422985018
m5184,f7302,2,1,53.182055432676925,56.63863436875609,77.48294888379559,62.43454622840952,60.002564992479776,60.71949329153212,51.19434395896124,57.305467414324376
m5190,f3889,2,1,76.04217484005373,70.3075604066839,47.93298187527362,64.76090570733709,81.26347264132767,71.01646018212088,46.398681590791604,66.22620480474671
m5192,f832,2,1,64.56862265794464,63.208761117344025,57.07715832660058,61.61818070062975,48.76479285446184,76.11309927856159,45.568758444011344,56.81555019234492
m5193,f3003,2,1,29.515754118239926,64.8046895196305,53.37491545136483,49.23178636307841,50.447690838029146,30.551628634981498,51.706307739793914,44.23520907093485
m5202,f8575,2,1,59.06811896365724,80.53688339281571,47.4408811253954,62.34862782728945,50.48348837068745,63.99501235138536,56.29784835478833,56.92544969228705
m5210,f4456,2,1,63.89167543693387,46.65313027502066,46.74015000013506,52.428318570696526,61.10456551490565,47.69808979226792,45.22681228422784,51.34315586380047
m5225,f5436,2,1,65.40277698057741,92.94701916452955,67.0847785959615,75.14485824702281,76.6926896782743,89.83985732987657,49.57560430841296,72.0360504388546
m5266,f8544,2,1,60.966857789132405,64.90642965655397,58.98358760648081,61.6189583507224,87.17905939606955,41.681261913658034,56.36233240420067,61.740884571309415
m5273,f7208,2,1,37.02992638798521,82.60745441652772,47.54390287497723,55.72709455983005,48.382732100612785,70.94730762114627,61.92243014824464,60.417489956667886
m5289,f7237,2,1,59.17494257950798,61.15709887938816,87.76962499744573,69.36722215211395,69.3902995937804,72.3105314075433,48.94097021103148,63.54726707078506
m5305,f3874,2,1,74.53168486299191,67.71679667995163,45.21280699714606,62.48709618002986,45.385693937462854,83.49064876421077,53.017438739953434,60.63126048054236
